source_id,course,title,original_path,format,document_role,year,output_md,locator_type,method,ocr_used,ocr_confidence,ocr_warning,status,reviewer,notes
intelligent-algorithms-014,intelligent_algorithms,3. 差分进化pr,学科资料/智能算法/智能算法PPT与笔记（开源）/3. 差分进化pr(1).pdf,pdf,note,,intelligent_algorithms/intelligent-algorithms-014.md,page,pymupdf page rendering to JPEG assets (image-only PDF; no OCR),false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-015,intelligent_algorithms,4. 粒子群优化pr,学科资料/智能算法/智能算法PPT与笔记（开源）/4. 粒子群优化pr(1).pdf,pdf,note,,intelligent_algorithms/intelligent-algorithms-015.md,page,pymupdf page rendering to JPEG assets (image-only PDF; no OCR),false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-016,intelligent_algorithms,5. 蚁群优化pr,学科资料/智能算法/智能算法PPT与笔记（开源）/5. 蚁群优化pr(1).pdf,pdf,note,,intelligent_algorithms/intelligent-algorithms-016.md,page,pymupdf page rendering to JPEG assets (image-only PDF; no OCR),false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-017,intelligent_algorithms,6. 进化策略pr,学科资料/智能算法/智能算法PPT与笔记（开源）/6. 进化策略pr(1).pdf,pdf,note,,intelligent_algorithms/intelligent-algorithms-017.md,page,pymupdf page rendering to JPEG assets (image-only PDF; no OCR),false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-018,intelligent_algorithms,7. 遗传编程pr,学科资料/智能算法/智能算法PPT与笔记（开源）/7. 遗传编程pr.pdf,pdf,note,,intelligent_algorithms/intelligent-algorithms-018.md,page,pymupdf page rendering to JPEG assets (image-only PDF; no OCR),false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-019,intelligent_algorithms,9. 强化学习基础pr,学科资料/智能算法/智能算法PPT与笔记（开源）/9. 强化学习基础pr.pdf,pdf,note,,intelligent_algorithms/intelligent-algorithms-019.md,page,pymupdf page rendering to JPEG assets (image-only PDF; no OCR),false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-020,intelligent_algorithms,Pasted image 20250331190819,学科资料/智能算法/智能算法PPT与笔记（开源）/Pasted image 20250331190819.png,png,note,2025,intelligent_algorithms/intelligent-algorithms-020.md,none,single image embedded as stable asset,false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-021,intelligent_algorithms,Pasted image 20250331190918,学科资料/智能算法/智能算法PPT与笔记（开源）/Pasted image 20250331190918.png,png,note,2025,intelligent_algorithms/intelligent-algorithms-021.md,none,single image embedded as stable asset,false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-022,intelligent_algorithms,差分进化DE,学科资料/智能算法/智能算法PPT与笔记（开源）/差分进化DE.md,md,note,,intelligent_algorithms/intelligent-algorithms-022.md,heading,markdown normalization,false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-023,intelligent_algorithms,智能优化算法目录,学科资料/智能算法/智能算法PPT与笔记（开源）/智能优化算法目录.md,md,note,,intelligent_algorithms/intelligent-algorithms-023.md,heading,markdown normalization,false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-024,intelligent_algorithms,梯度优化策略GD,学科资料/智能算法/智能算法PPT与笔记（开源）/梯度优化策略GD.md,md,note,,intelligent_algorithms/intelligent-algorithms-024.md,heading,markdown normalization,false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-025,intelligent_algorithms,模拟退火SA,学科资料/智能算法/智能算法PPT与笔记（开源）/模拟退火SA.md,md,note,,intelligent_algorithms/intelligent-algorithms-025.md,heading,markdown normalization,false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-026,intelligent_algorithms,粒子群优化PSO,学科资料/智能算法/智能算法PPT与笔记（开源）/粒子群优化PSO.md,md,note,,intelligent_algorithms/intelligent-algorithms-026.md,heading,markdown normalization,false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-027,intelligent_algorithms,蚁群优化ACO,学科资料/智能算法/智能算法PPT与笔记（开源）/蚁群优化ACO.md,md,note,,intelligent_algorithms/intelligent-algorithms-027.md,heading,markdown normalization,false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-028,intelligent_algorithms,进化策略ES,学科资料/智能算法/智能算法PPT与笔记（开源）/进化策略ES.md,md,note,,intelligent_algorithms/intelligent-algorithms-028.md,heading,markdown normalization,false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-029,intelligent_algorithms,遗传算法GA,学科资料/智能算法/智能算法PPT与笔记（开源）/遗传算法GA.md,md,note,,intelligent_algorithms/intelligent-algorithms-029.md,heading,markdown normalization,false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-030,intelligent_algorithms,遗传编程GP,学科资料/智能算法/智能算法PPT与笔记（开源）/遗传编程GP.md,md,note,,intelligent_algorithms/intelligent-algorithms-030.md,heading,markdown normalization,false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-031,intelligent_algorithms,LYBBO：融合差分进化与增强蚁群的生物地理优化器在复杂地形无人机路径规划中的应用,学科资料/智能算法/LYBBO：融合差分进化与增强蚁群的生物地理优化器在复杂地形无人机路径规划中的应用（开源）/LYBBO：融合差分进化与增强蚁群的生物地理优化器在复杂地形无人机路径规划中的应用.docx,docx,note,,intelligent_algorithms/intelligent-algorithms-031.md,none,local OOXML extraction + omml2latex; OLE formulas kept as PNG preview fallback,false,,,pending,,"AI-assisted batch conversion, pending human review.; 25 native OMML formulas converted to LaTeX"
intelligent-algorithms-032,intelligent_algorithms,FEs,学科资料/智能算法/LYBBO：融合差分进化与增强蚁群的生物地理优化器在复杂地形无人机路径规划中的应用（开源）/实验输出数据及Linux测试日志/FEs.png,png,note,,intelligent_algorithms/intelligent-algorithms-032.md,none,single image embedded as stable asset,false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-033,intelligent_algorithms,Gap,学科资料/智能算法/LYBBO：融合差分进化与增强蚁群的生物地理优化器在复杂地形无人机路径规划中的应用（开源）/实验输出数据及Linux测试日志/Gap.png,png,note,,intelligent_algorithms/intelligent-algorithms-033.md,none,single image embedded as stable asset,false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-034,intelligent_algorithms,Gap_C,学科资料/智能算法/LYBBO：融合差分进化与增强蚁群的生物地理优化器在复杂地形无人机路径规划中的应用（开源）/实验输出数据及Linux测试日志/Gap_C.png,png,note,,intelligent_algorithms/intelligent-algorithms-034.md,none,single image embedded as stable asset,false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-035,intelligent_algorithms,Obj,学科资料/智能算法/LYBBO：融合差分进化与增强蚁群的生物地理优化器在复杂地形无人机路径规划中的应用（开源）/实验输出数据及Linux测试日志/Obj.png,png,note,,intelligent_algorithms/intelligent-algorithms-035.md,none,single image embedded as stable asset,false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-036,intelligent_algorithms,Obj_C,学科资料/智能算法/LYBBO：融合差分进化与增强蚁群的生物地理优化器在复杂地形无人机路径规划中的应用（开源）/实验输出数据及Linux测试日志/Obj_C.png,png,note,,intelligent_algorithms/intelligent-algorithms-036.md,none,single image embedded as stable asset,false,,,pending,,"AI-assisted batch conversion, pending human review."
intelligent-algorithms-037,intelligent_algorithms,overall_table_processed,学科资料/智能算法/LYBBO：融合差分进化与增强蚁群的生物地理优化器在复杂地形无人机路径规划中的应用（开源）/实验输出数据及Linux测试日志/overall_table_processed.png,png,note,,intelligent_algorithms/intelligent-algorithms-037.md,none,single image embedded as stable asset,false,,,pending,,"AI-assisted batch conversion, pending human review."
university-physics-3-2-001,university_physics_3_2,2023级大学物理III(二)期末复习纲要4学分,学科资料/大物下/2023级大学物理III(二)期末复习纲要4学分.doc,doc,review_outline,2023,university_physics_3_2/university-physics-3-2-001.md,none,libreoffice doc->docx + OOXML extraction + omml2latex; OLE preview fallback,false,,,pending,,"AI-assisted batch conversion, pending human review."
university-physics-3-2-002,university_physics_3_2,2012大学物理（2）A卷试卷规范模版,学科资料/大物下/往年卷/2012大学物理（2）A卷试卷规范模版.doc,doc,past_exam,2012,university_physics_3_2/university-physics-3-2-002.md,none,libreoffice doc->docx + OOXML extraction + omml2latex; OLE preview fallback,false,,,pending,,"AI-assisted batch conversion, pending human review.; 37 OLE/MathType formula objects preserved as preview-image fallback; 35 native OMML formulas converted to LaTeX; 3 tool-proposed question boundaries need human confirmation; AI公式转写已应用(GLM-4V三票多数决+mathtext渲染闸), 未通过闸的公式保留PNG, 待人工复核SOP4.2"
university-physics-3-2-003,university_physics_3_2,2012级大学物理（2）期末试卷解答（A卷）,学科资料/大物下/往年卷/2012级大学物理（2）期末试卷解答（A卷）.doc,doc,past_exam_answer,2012,university_physics_3_2/university-physics-3-2-003.md,none,libreoffice doc->docx + OOXML extraction + omml2latex; OLE preview fallback,false,,,pending,,"AI-assisted batch conversion, pending human review.; 15 OLE/MathType formula objects preserved as preview-image fallback; 23 native OMML formulas converted to LaTeX; 3 tool-proposed question boundaries need human confirmation; AI公式转写已应用(GLM-4V三票多数决+mathtext渲染闸), 未通过闸的公式保留PNG, 待人工复核SOP4.2"
university-physics-3-2-004,university_physics_3_2,2013大学物理（2）A卷试卷规范模版,学科资料/大物下/往年卷/2013大学物理（2）A卷试卷规范模版.doc,doc,past_exam,2013,university_physics_3_2/university-physics-3-2-004.md,none,libreoffice doc->docx + OOXML extraction + omml2latex; OLE preview fallback,false,,,pending,,"AI-assisted batch conversion, pending human review.; 16 OLE/MathType formula objects preserved as preview-image fallback; 25 native OMML formulas converted to LaTeX; 3 tool-proposed question boundaries need human confirmation; AI公式转写已应用(GLM-4V三票多数决+mathtext渲染闸), 未通过闸的公式保留PNG, 待人工复核SOP4.2"
university-physics-3-2-005,university_physics_3_2,2013级大学物理（II）期末试卷解答（A卷）,学科资料/大物下/往年卷/2013级大学物理（II）期末试卷解答（A卷）.doc,doc,past_exam_answer,2013,university_physics_3_2/university-physics-3-2-005.md,none,libreoffice doc->docx + OOXML extraction + omml2latex; OLE preview fallback,false,,,pending,,"AI-assisted batch conversion, pending human review.; 41 OLE/MathType formula objects preserved as preview-image fallback; 12 native OMML formulas converted to LaTeX; AI公式转写已应用(GLM-4V三票多数决+mathtext渲染闸), 未通过闸的公式保留PNG, 待人工复核SOP4.2"
university-physics-3-2-006,university_physics_3_2,2021级大学物理III(二)B卷试卷规范模版（4学分）,学科资料/大物下/往年卷/2021级大学物理III(二)B卷试卷规范模版（4学分）.doc,doc,past_exam,2021,university_physics_3_2/university-physics-3-2-006.md,none,libreoffice doc->docx + OOXML extraction + omml2latex; OLE preview fallback,false,,,pending,,"AI-assisted batch conversion, pending human review.; 1 OLE/MathType formula objects preserved as preview-image fallback; 16 native OMML formulas converted to LaTeX; 3 tool-proposed question boundaries need human confirmation"
university-physics-3-2-007,university_physics_3_2,2021级大学物理（二）期末试卷解答简版（B卷）,学科资料/大物下/往年卷/2021级大学物理（二）期末试卷解答简版（B卷）.doc,doc,past_exam_answer,2021,university_physics_3_2/university-physics-3-2-007.md,none,libreoffice doc->docx + OOXML extraction + omml2latex; OLE preview fallback,false,,,pending,,"AI-assisted batch conversion, pending human review.; 17 OLE/MathType formula objects preserved as preview-image fallback; 23 native OMML formulas converted to LaTeX; 3 tool-proposed question boundaries need human confirmation; AI公式转写已应用(GLM-4V三票多数决+mathtext渲染闸), 未通过闸的公式保留PNG, 待人工复核SOP4.2"
university-physics-3-2-008,university_physics_3_2,2023级大学物理2期末复习-填空&选择,学科资料/大物下/往年卷/2023级大学物理2期末复习-填空&选择 -1.pdf,pdf,past_exam,2023,university_physics_3_2/university-physics-3-2-008.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
university-physics-3-2-009,university_physics_3_2,2023级大学物理2期末复习-填空&选择,学科资料/大物下/往年卷/2023级大学物理2期末复习-填空&选择 -2.pdf,pdf,past_exam,2023,university_physics_3_2/university-physics-3-2-009.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
university-physics-3-2-010,university_physics_3_2,2005级大学物理（II）期末试卷及解答（A,学科资料/大物下/往年卷/【包打听分享】2005级大学物理（II）期末试卷及解答（A.pdf,pdf,past_exam_answer,2005,university_physics_3_2/university-physics-3-2-010.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
university-physics-3-2-011,university_physics_3_2,2006II,学科资料/大物下/往年卷/【包打听分享】2006II.pdf,pdf,note,2006,university_physics_3_2/university-physics-3-2-011.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
university-physics-3-2-012,university_physics_3_2,2006II答案,学科资料/大物下/往年卷/【包打听分享】2006II答案.pdf,pdf,past_exam_answer,2006,university_physics_3_2/university-physics-3-2-012.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review.; 2 tool-proposed question boundaries need human confirmation"
university-physics-3-2-013,university_physics_3_2,2007级大学物理（II）A卷试卷规范模版,学科资料/大物下/往年卷/【包打听分享】2007级大学物理（II）A卷试卷规范模版.pdf,pdf,past_exam,2007,university_physics_3_2/university-physics-3-2-013.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review.; 3 tool-proposed question boundaries need human confirmation"
university-physics-3-2-014,university_physics_3_2,2007级大学物理（II）期末试卷解答（A卷）,学科资料/大物下/往年卷/【包打听分享】2007级大学物理（II）期末试卷解答（A卷）.pdf,pdf,past_exam_answer,2007,university_physics_3_2/university-physics-3-2-014.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review.; 3 tool-proposed question boundaries need human confirmation"
university-physics-3-2-015,university_physics_3_2,2008级大学物理2试卷解答,学科资料/大物下/往年卷/【包打听分享】2008级大学物理2试卷解答.pdf,pdf,past_exam_answer,2008,university_physics_3_2/university-physics-3-2-015.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review.; 3 tool-proposed question boundaries need human confirmation"
university-physics-3-2-016,university_physics_3_2,2008级大学物理（II）A卷试卷规范模版,学科资料/大物下/往年卷/【包打听分享】2008级大学物理（II）A卷试卷规范模版.pdf,pdf,past_exam,2008,university_physics_3_2/university-physics-3-2-016.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review.; 3 tool-proposed question boundaries need human confirmation"
university-physics-3-2-017,university_physics_3_2,2010级大学物理（2）A卷试卷规范模版,学科资料/大物下/往年卷/【包打听分享】2010级大学物理（2）A卷试卷规范模版.pdf,pdf,past_exam,2010,university_physics_3_2/university-physics-3-2-017.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review.; 3 tool-proposed question boundaries need human confirmation"
university-physics-3-2-018,university_physics_3_2,2010级大学物理（II）期末试卷解答（A卷）,学科资料/大物下/往年卷/【包打听分享】2010级大学物理（II）期末试卷解答（A卷）.pdf,pdf,past_exam_answer,2010,university_physics_3_2/university-physics-3-2-018.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review.; 3 tool-proposed question boundaries need human confirmation"
university-physics-3-2-019,university_physics_3_2,2011级大学物理（2）A卷试卷规范模版,学科资料/大物下/往年卷/【包打听分享】2011级大学物理（2）A卷试卷规范模版.pdf,pdf,past_exam,2011,university_physics_3_2/university-physics-3-2-019.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review.; 3 tool-proposed question boundaries need human confirmation"
university-physics-3-2-020,university_physics_3_2,2011级大学物理（II）期末试卷解答（A卷）,学科资料/大物下/往年卷/【包打听分享】2011级大学物理（II）期末试卷解答（A卷）.pdf,pdf,past_exam_answer,2011,university_physics_3_2/university-physics-3-2-020.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review.; 3 tool-proposed question boundaries need human confirmation"
electrical-engineering-001,electrical_engineering,2021年电工学复习资料,学科资料/电工学/教材、复习资料/【包打听分享】2021年电工学复习资料.pdf,pdf,note,2021,electrical_engineering/electrical-engineering-001.md,page,pymupdf page rendering to JPEG assets (image-only PDF; no OCR),false,,,pending,,"AI-assisted batch conversion, pending human review."
electrical-engineering-002,electrical_engineering,第七版下册,学科资料/电工学/教材、复习资料/第七版下册.pdf,pdf,note,,electrical_engineering/electrical-engineering-002.md,page,pymupdf page rendering to JPEG assets (image-only PDF; no OCR),false,,,pending,,"AI-assisted batch conversion, pending human review."
electrical-engineering-003,electrical_engineering,2020电工学a卷,学科资料/电工学/往年卷/2020电工学a卷.pdf,pdf,note,2020,electrical_engineering/electrical-engineering-003.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
electrical-engineering-004,electrical_engineering,2022级电工回忆版,学科资料/电工学/往年卷/2022级电工回忆版.docx,docx,note,2022,electrical_engineering/electrical-engineering-004.md,none,local OOXML extraction + omml2latex; OLE formulas kept as PNG preview fallback,false,,,pending,,"AI-assisted batch conversion, pending human review."
electrical-engineering-005,electrical_engineering,2023电工学a卷,学科资料/电工学/往年卷/2023电工学a卷-1.pdf,pdf,note,2023,electrical_engineering/electrical-engineering-005.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
electrical-engineering-006,electrical_engineering,电工学原卷答案,学科资料/电工学/往年卷/电工学原卷答案.docx,docx,note,,electrical_engineering/electrical-engineering-006.md,none,local OOXML extraction + omml2latex; OLE formulas kept as PNG preview fallback,false,,,pending,,"AI-assisted batch conversion, pending human review."
electrical-engineering-007,electrical_engineering,电工学原卷（机械，但和23差不多）,学科资料/电工学/往年卷/电工学原卷（机械，但和23差不多）.docx,docx,note,,electrical_engineering/electrical-engineering-007.md,none,local OOXML extraction + omml2latex; OLE formulas kept as PNG preview fallback,false,,,pending,,"AI-assisted batch conversion, pending human review."
electrical-engineering-008,electrical_engineering,电工与电子技术II 复习大纲 修改,学科资料/电工学/大纲/【包打听分享】电工与电子技术II 复习大纲 修改.pdf,pdf,review_outline,,electrical_engineering/electrical-engineering-008.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
electrical-engineering-009,electrical_engineering,电路与电子技术 复习大纲,学科资料/电工学/大纲/电路与电子技术 复习大纲.docx,docx,review_outline,,electrical_engineering/electrical-engineering-009.md,none,local OOXML extraction + omml2latex; OLE formulas kept as PNG preview fallback,false,,,pending,,"AI-assisted batch conversion, pending human review."
electrical-engineering-lab-001,electrical_engineering_lab,实验,学科资料/电工实验/电工实验/实验13.pdf,pdf,note,,electrical_engineering_lab/electrical-engineering-lab-001.md,page,pymupdf page rendering to JPEG assets (image-only PDF; no OCR),false,,,pending,,"AI-assisted batch conversion, pending human review."
electrical-engineering-lab-002,electrical_engineering_lab,微信图片_20250301151417,学科资料/电工实验/电工实验/微信图片_20250301151417.png,png,note,2025,electrical_engineering_lab/electrical-engineering-lab-002.md,none,single image embedded as stable asset,false,,,pending,,"AI-assisted batch conversion, pending human review."
electrical-engineering-lab-003,electrical_engineering_lab,自选实验,学科资料/电工实验/电工实验/自选实验.pdf,pdf,note,,electrical_engineering_lab/electrical-engineering-lab-003.md,page,pymupdf page rendering to JPEG assets (image-only PDF; no OCR),false,,,pending,,"AI-assisted batch conversion, pending human review."
electrical-engineering-lab-004,electrical_engineering_lab,实验7，,学科资料/电工实验/电工实验/实验7，8/实验7，8.pdf,pdf,note,,electrical_engineering_lab/electrical-engineering-lab-004.md,page,pymupdf page rendering to JPEG assets (image-only PDF; no OCR),false,,,pending,,"AI-assisted batch conversion, pending human review."
electrical-engineering-lab-005,electrical_engineering_lab,实验5，,学科资料/电工实验/电工实验/实验5，6/实验5，6.pdf,pdf,note,,electrical_engineering_lab/electrical-engineering-lab-005.md,page,pymupdf page rendering to JPEG assets (image-only PDF; no OCR),false,,,pending,,"AI-assisted batch conversion, pending human review."
electrical-engineering-lab-006,electrical_engineering_lab,实验20，,学科资料/电工实验/电工实验/实验20，23/实验20，23.pdf,pdf,note,,electrical_engineering_lab/electrical-engineering-lab-006.md,page,pymupdf page rendering to JPEG assets (image-only PDF; no OCR),false,,,pending,,"AI-assisted batch conversion, pending human review."
electrical-engineering-lab-007,electrical_engineering_lab,实验1，,学科资料/电工实验/电工实验/实验1，2/实验1，2.pdf,pdf,note,,electrical_engineering_lab/electrical-engineering-lab-007.md,page,pymupdf page rendering to JPEG assets (image-only PDF; no OCR),false,,,pending,,"AI-assisted batch conversion, pending human review."
electrical-engineering-lab-008,electrical_engineering_lab,实验15，,学科资料/电工实验/电工实验/实验15，16/实验15，16.pdf,pdf,note,,electrical_engineering_lab/electrical-engineering-lab-008.md,page,pymupdf page rendering to JPEG assets (image-only PDF; no OCR),false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-001,signals_and_communication,信号处理与通信基础-实验手册-v2-2025,学科资料/信号处理与通信基础/信号处理与通信基础-实验手册-v2-2025.docx,docx,note,2025,signals_and_communication/signals-and-communication-001.md,none,local OOXML extraction + omml2latex; OLE formulas kept as PNG preview fallback,false,,,pending,,"AI-assisted batch conversion, pending human review.; 6 native OMML formulas converted to LaTeX"
signals-and-communication-002,signals_and_communication,实验报告模板,学科资料/信号处理与通信基础/实验报告模板.doc,doc,note,,signals_and_communication/signals-and-communication-002.md,none,libreoffice doc->docx + OOXML extraction + omml2latex; OLE preview fallback,false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-003,signals_and_communication,习题讲解-通信部分-2025F,学科资料/信号处理与通信基础/通信基础/习题讲解-通信部分-2025F.pdf,pdf,note,2025,signals_and_communication/signals-and-communication-003.md,page,pymupdf page rendering to JPEG assets (image-only PDF; no OCR),false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-004,signals_and_communication,信息论基础-作业-2025F,学科资料/信号处理与通信基础/通信基础/信息论基础-作业-2025F.pptx,pptx,note,2025,signals_and_communication/signals-and-communication-004.md,slide,python-pptx slide extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-005,signals_and_communication,通信基础-信息论基础1-2025F,学科资料/信号处理与通信基础/通信基础/通信基础-信息论基础1-2025F.pdf,pdf,note,2025,signals_and_communication/signals-and-communication-005.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-006,signals_and_communication,通信基础-信息论基础2-2025F-更新,学科资料/信号处理与通信基础/通信基础/通信基础-信息论基础2-2025F-更新.pdf,pdf,note,2025,signals_and_communication/signals-and-communication-006.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-007,signals_and_communication,通信基础-差错控制编码-2025F,学科资料/信号处理与通信基础/通信基础/通信基础-差错控制编码-2025F.pdf,pdf,note,2025,signals_and_communication/signals-and-communication-007.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-008,signals_and_communication,通信基础-数字基带传输系统1-2025F,学科资料/信号处理与通信基础/通信基础/通信基础-数字基带传输系统1-2025F.pdf,pdf,note,2025,signals_and_communication/signals-and-communication-008.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-009,signals_and_communication,通信基础-数字基带传输系统2-2025F,学科资料/信号处理与通信基础/通信基础/通信基础-数字基带传输系统2-2025F.pdf,pdf,note,2025,signals_and_communication/signals-and-communication-009.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-010,signals_and_communication,通信基础部分-复习提纲-2025F-更新,学科资料/信号处理与通信基础/通信基础/通信基础部分-复习提纲-2025F-更新.docx,docx,review_outline,2025,signals_and_communication/signals-and-communication-010.md,none,local OOXML extraction + omml2latex; OLE formulas kept as PNG preview fallback,false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-011,signals_and_communication,数字信号处理复习提纲,学科资料/信号处理与通信基础/数字信号处理/数字信号处理复习提纲.pdf,pdf,review_outline,,signals_and_communication/signals-and-communication-011.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-012,signals_and_communication,第0章 绪论,学科资料/信号处理与通信基础/数字信号处理/第0章 绪论.pptx,pptx,note,,signals_and_communication/signals-and-communication-012.md,slide,python-pptx slide extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-013,signals_and_communication,第2章 Z变换与序列傅里叶变换,学科资料/信号处理与通信基础/数字信号处理/第2章 Z变换与序列傅里叶变换.pptx,pptx,note,,signals_and_communication/signals-and-communication-013.md,slide,python-pptx slide extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-014,signals_and_communication,第3章 离散傅里叶变换,学科资料/信号处理与通信基础/数字信号处理/第3章 离散傅里叶变换.pptx,pptx,note,,signals_and_communication/signals-and-communication-014.md,slide,python-pptx slide extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-015,signals_and_communication,第5章 数字滤波器,学科资料/信号处理与通信基础/数字信号处理/第5章 数字滤波器.pptx,pptx,note,,signals_and_communication/signals-and-communication-015.md,slide,python-pptx slide extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-016,signals_and_communication,第6章 无限脉冲响应数字滤波器,学科资料/信号处理与通信基础/数字信号处理/第6章 无限脉冲响应数字滤波器.pptx,pptx,note,,signals_and_communication/signals-and-communication-016.md,slide,python-pptx slide extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-017,signals_and_communication,第7章 有限脉冲响应数字滤波器,学科资料/信号处理与通信基础/数字信号处理/第7章 有限脉冲响应数字滤波器.pptx,pptx,note,,signals_and_communication/signals-and-communication-017.md,slide,python-pptx slide extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-018,signals_and_communication,1. 数字通信的特点,学科资料/信号处理与通信基础/数字信号处理/通信原理（补充）/1. 数字通信的特点.ppt,ppt,note,,signals_and_communication/signals-and-communication-018.md,slide,libreoffice ppt->pptx + python-pptx slide extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-019,signals_and_communication,2. 通信信道,学科资料/信号处理与通信基础/数字信号处理/通信原理（补充）/2. 通信信道.ppt,ppt,note,,signals_and_communication/signals-and-communication-019.md,slide,libreoffice ppt->pptx + python-pptx slide extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-020,signals_and_communication,3. 模拟调制方法,学科资料/信号处理与通信基础/数字信号处理/通信原理（补充）/3. 模拟调制方法.ppt,ppt,note,,signals_and_communication/signals-and-communication-020.md,slide,libreoffice ppt->pptx + python-pptx slide extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-021,signals_and_communication,4. 无码间串扰的判决,学科资料/信号处理与通信基础/数字信号处理/通信原理（补充）/4. 无码间串扰的判决.ppt,ppt,note,,signals_and_communication/signals-and-communication-021.md,slide,libreoffice ppt->pptx + python-pptx slide extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
signals-and-communication-022,signals_and_communication,5. 信道复用技术,学科资料/信号处理与通信基础/数字信号处理/通信原理（补充）/5. 信道复用技术.ppt,ppt,note,,signals_and_communication/signals-and-communication-022.md,slide,libreoffice ppt->pptx + python-pptx slide extraction,false,,,pending,,"AI-assisted batch conversion, pending human review."
